����,�n�l(BID),���l(BID),���l(BID),�I�l(BID),�n�l(ASK),���l(ASK),���l(ASK),�I�l(ASK)
2017/01/04 03:32:00,84.894,84.901,84.893,84.899,84.901,84.908,84.9,84.906
2017/01/04 03:33:00,84.899,84.91,84.894,84.894,84.906,84.917,84.901,84.901
2017/01/04 03:34:00,84.894,84.894,84.877,84.877,84.901,84.901,84.884,84.884
2017/01/04 03:35:00,84.877,84.878,84.834,84.834,84.884,84.885,84.841,84.841
2017/01/04 03:36:00,84.834,84.838,84.822,84.836,84.841,84.845,84.829,84.843
2017/01/04 03:37:00,84.836,84.854,84.833,84.85,84.843,84.861,84.84,84.857
2017/01/04 03:38:00,84.85,84.888,84.85,84.885,84.857,84.895,84.857,84.892
2017/01/04 03:39:00,84.885,84.885,84.875,84.875,84.892,84.892,84.882,84.882
2017/01/04 03:40:00,84.875,84.905,84.874,84.902,84.882,84.912,84.881,84.909
2017/01/04 03:41:00,84.902,84.913,84.902,84.913,84.909,84.92,84.909,84.92
2017/01/04 03:42:00,84.913,84.92,84.903,84.906,84.92,84.927,84.91,84.913
2017/01/04 03:43:00,84.906,84.922,84.903,84.919,84.913,84.929,84.91,84.926
2017/01/04 03:44:00,84.919,84.946,84.919,84.943,84.926,84.953,84.926,84.95
2017/01/04 03:45:00,84.943,84.95,84.932,84.945,84.95,84.957,84.939,84.952
2017/01/04 03:46:00,84.945,84.961,84.933,84.937,84.952,84.968,84.94,84.944
2017/01/04 03:47:00,84.937,84.961,84.937,84.959,84.944,84.968,84.944,84.966
2017/01/04 03:48:00,84.959,84.959,84.922,84.932,84.966,84.966,84.929,84.939
2017/01/04 03:49:00,84.932,84.937,84.916,84.932,84.939,84.944,84.923,84.939
2017/01/04 03:50:00,84.932,84.932,84.92,84.922,84.939,84.939,84.927,84.929
2017/01/04 03:51:00,84.922,84.931,84.917,84.93,84.929,84.938,84.924,84.937
2017/01/04 03:52:00,84.93,84.95,84.93,84.948,84.937,84.957,84.937,84.955
2017/01/04 03:53:00,84.948,84.951,84.936,84.944,84.955,84.958,84.943,84.951
2017/01/04 03:54:00,84.944,84.964,84.936,84.956,84.951,84.971,84.943,84.963
2017/01/04 03:55:00,84.956,84.972,84.952,84.957,84.963,84.979,84.959,84.964
2017/01/04 03:56:00,84.957,84.969,84.95,84.961,84.964,84.976,84.957,84.968
2017/01/04 03:57:00,84.961,84.963,84.945,84.952,84.968,84.97,84.952,84.959
2017/01/04 03:58:00,84.952,84.967,84.943,84.96,84.959,84.974,84.95,84.967
2017/01/04 03:59:00,84.96,84.985,84.958,84.975,84.967,84.992,84.965,84.982
2017/01/04 04:00:00,84.975,84.985,84.971,84.981,84.982,84.992,84.978,84.988
2017/01/04 04:01:00,84.981,85.008,84.971,85.003,84.988,85.015,84.978,85.01
2017/01/04 04:02:00,85.003,85.021,84.998,85.013,85.01,85.028,85.005,85.02
2017/01/04 04:03:00,85.013,85.013,84.993,84.998,85.02,85.02,85,85.005
2017/01/04 04:04:00,84.998,85.019,84.998,85.008,85.005,85.026,85.005,85.015
2017/01/04 04:05:00,85.008,85.028,85.008,85.023,85.015,85.035,85.015,85.03
2017/01/04 04:06:00,85.023,85.023,84.994,84.999,85.03,85.03,85.001,85.006
2017/01/04 04:07:00,84.999,85,84.985,84.996,85.006,85.007,84.992,85.003
2017/01/04 04:08:00,84.996,85.003,84.976,84.977,85.003,85.01,84.983,84.984
2017/01/04 04:09:00,84.977,84.978,84.958,84.971,84.984,84.985,84.965,84.978
2017/01/04 04:10:00,84.971,84.975,84.969,84.975,84.978,84.982,84.976,84.982
2017/01/04 04:11:00,84.975,84.981,84.966,84.978,84.982,84.988,84.973,84.985
2017/01/04 04:12:00,84.978,85.001,84.977,84.991,84.985,85.008,84.984,84.998
2017/01/04 04:13:00,84.991,84.991,84.98,84.984,84.998,84.998,84.987,84.991
2017/01/04 04:14:00,84.984,85.003,84.984,85.003,84.991,85.01,84.991,85.01
2017/01/04 04:15:00,85.003,85.003,84.991,84.996,85.01,85.01,84.998,85.003
2017/01/04 04:16:00,84.996,84.998,84.978,84.986,85.003,85.005,84.985,84.993
2017/01/04 04:17:00,84.986,85.003,84.985,84.992,84.993,85.01,84.992,84.999
2017/01/04 04:18:00,84.992,84.999,84.982,84.982,84.999,85.006,84.989,84.989
2017/01/04 04:19:00,84.982,84.985,84.97,84.974,84.989,84.992,84.977,84.981
2017/01/04 04:20:00,84.974,84.984,84.974,84.981,84.981,84.991,84.981,84.988
2017/01/04 04:21:00,84.981,84.982,84.963,84.968,84.988,84.989,84.97,84.975
2017/01/04 04:22:00,84.968,84.972,84.962,84.967,84.975,84.979,84.969,84.974
2017/01/04 04:23:00,84.967,84.975,84.965,84.968,84.974,84.982,84.972,84.975
2017/01/04 04:24:00,84.968,84.969,84.96,84.96,84.975,84.976,84.967,84.967
2017/01/04 04:25:00,84.96,84.972,84.96,84.964,84.967,84.979,84.967,84.971
2017/01/04 04:26:00,84.964,84.971,84.958,84.965,84.971,84.978,84.965,84.972
2017/01/04 04:27:00,84.965,84.965,84.954,84.961,84.972,84.972,84.961,84.968
2017/01/04 04:28:00,84.961,84.975,84.961,84.962,84.968,84.982,84.968,84.969
2017/01/04 04:29:00,84.962,84.97,84.958,84.965,84.969,84.977,84.965,84.972
2017/01/04 04:30:00,84.965,84.968,84.956,84.958,84.972,84.975,84.963,84.965
2017/01/04 04:31:00,84.958,84.971,84.953,84.964,84.965,84.978,84.96,84.971
2017/01/04 04:32:00,84.964,84.967,84.957,84.965,84.971,84.974,84.964,84.972
2017/01/04 04:33:00,84.965,84.965,84.949,84.955,84.972,84.972,84.956,84.962
2017/01/04 04:34:00,84.955,84.959,84.943,84.955,84.962,84.966,84.95,84.962
2017/01/04 04:35:00,84.955,84.968,84.955,84.964,84.962,84.975,84.962,84.971
2017/01/04 04:36:00,84.964,84.973,84.962,84.972,84.971,84.98,84.969,84.979
2017/01/04 04:37:00,84.972,84.977,84.97,84.975,84.979,84.984,84.977,84.982
2017/01/04 04:38:00,84.975,84.98,84.974,84.977,84.982,84.987,84.981,84.984
2017/01/04 04:39:00,84.977,84.979,84.962,84.968,84.984,84.986,84.969,84.975
2017/01/04 04:40:00,84.968,84.979,84.968,84.971,84.975,84.986,84.975,84.978
2017/01/04 04:41:00,84.971,84.991,84.971,84.981,84.978,84.998,84.978,84.988
2017/01/04 04:42:00,84.981,84.99,84.981,84.983,84.988,84.997,84.988,84.99
2017/01/04 04:43:00,84.983,84.99,84.978,84.985,84.99,84.997,84.985,84.992
2017/01/04 04:44:00,84.985,84.986,84.979,84.979,84.992,84.993,84.986,84.986
2017/01/04 04:45:00,84.979,84.993,84.975,84.986,84.986,85,84.982,84.993
2017/01/04 04:46:00,84.986,84.99,84.98,84.98,84.993,84.997,84.987,84.987
2017/01/04 04:47:00,84.98,84.992,84.98,84.989,84.987,84.999,84.987,84.996
2017/01/04 04:48:00,84.989,85.001,84.988,84.999,84.996,85.008,84.995,85.006
2017/01/04 04:49:00,84.999,85.004,84.991,84.999,85.006,85.011,84.998,85.006
2017/01/04 04:50:00,84.999,85.001,84.985,84.985,85.006,85.008,84.992,84.992
2017/01/04 04:51:00,84.985,84.995,84.985,84.994,84.992,85.002,84.992,85.001
2017/01/04 04:52:00,84.994,84.998,84.99,84.996,85.001,85.005,84.997,85.003
2017/01/04 04:53:00,84.996,85.001,84.993,84.997,85.003,85.008,85,85.004
2017/01/04 04:54:00,84.997,85.003,84.99,85.002,85.004,85.01,84.997,85.009
2017/01/04 04:55:00,85.002,85.009,84.987,84.992,85.009,85.016,84.994,84.999
2017/01/04 04:56:00,84.992,84.998,84.984,84.985,84.999,85.005,84.991,84.992
2017/01/04 04:57:00,84.985,84.998,84.985,84.996,84.992,85.005,84.992,85.003
2017/01/04 04:58:00,84.996,84.996,84.989,84.995,85.003,85.003,84.996,85.002
2017/01/04 04:59:00,84.995,84.998,84.956,84.97,85.002,85.005,84.963,84.977
2017/01/04 05:00:00,84.97,84.988,84.967,84.976,84.977,84.995,84.974,84.983
2017/01/04 05:01:00,84.976,84.988,84.976,84.986,84.983,84.995,84.983,84.993
2017/01/04 05:02:00,84.986,84.995,84.984,84.988,84.993,85.002,84.991,84.995
2017/01/04 05:03:00,84.988,84.995,84.986,84.991,84.995,85.002,84.993,84.998
2017/01/04 05:04:00,84.991,84.996,84.985,84.99,84.998,85.003,84.992,84.997
2017/01/04 05:05:00,84.99,85.003,84.989,85.002,84.997,85.01,84.996,85.009
2017/01/04 05:06:00,85.002,85.002,84.982,84.985,85.009,85.009,84.989,84.992
2017/01/04 05:07:00,84.985,85.008,84.981,85.003,84.992,85.015,84.988,85.01
2017/01/04 05:08:00,85.003,85.007,84.998,85.004,85.01,85.014,85.005,85.011
2017/01/04 05:09:00,85.004,85.006,84.995,85.003,85.011,85.013,85.002,85.01
2017/01/04 05:10:00,85.003,85.004,84.986,84.988,85.01,85.011,84.993,84.995
2017/01/04 05:11:00,84.988,84.998,84.986,84.998,84.995,85.005,84.993,85.005
2017/01/04 05:12:00,84.998,85.002,84.994,84.998,85.005,85.009,85.001,85.005
2017/01/04 05:13:00,84.998,85.005,84.995,85.005,85.005,85.012,85.002,85.012
2017/01/04 05:14:00,85.005,85.007,85.002,85.004,85.012,85.014,85.009,85.011
2017/01/04 05:15:00,85.004,85.014,84.997,84.998,85.011,85.021,85.004,85.005
2017/01/04 05:16:00,84.998,85.001,84.996,84.998,85.005,85.008,85.003,85.005
2017/01/04 05:17:00,84.998,85.006,84.998,84.999,85.005,85.013,85.005,85.006
2017/01/04 05:18:00,84.999,84.999,84.99,84.992,85.006,85.006,84.997,84.999
2017/01/04 05:19:00,84.992,84.998,84.976,84.977,84.999,85.005,84.983,84.984
2017/01/04 05:20:00,84.977,84.981,84.964,84.973,84.984,84.988,84.971,84.98
2017/01/04 05:21:00,84.973,84.977,84.962,84.962,84.98,84.984,84.969,84.969
2017/01/04 05:22:00,84.962,84.965,84.946,84.946,84.969,84.972,84.953,84.953
2017/01/04 05:23:00,84.946,84.957,84.936,84.95,84.953,84.964,84.943,84.957
2017/01/04 05:24:00,84.95,84.951,84.938,84.943,84.957,84.958,84.945,84.95
2017/01/04 05:25:00,84.943,84.954,84.938,84.95,84.95,84.961,84.945,84.957
2017/01/04 05:26:00,84.95,84.958,84.936,84.936,84.957,84.965,84.943,84.943
2017/01/04 05:27:00,84.936,84.945,84.926,84.943,84.943,84.952,84.933,84.95
2017/01/04 05:28:00,84.943,84.945,84.937,84.938,84.95,84.952,84.944,84.945
2017/01/04 05:29:00,84.938,84.942,84.931,84.932,84.945,84.949,84.938,84.939
2017/01/04 05:30:00,84.932,84.933,84.916,84.919,84.939,84.94,84.923,84.926
2017/01/04 05:31:00,84.919,84.922,84.91,84.921,84.926,84.929,84.917,84.928
2017/01/04 05:32:00,84.921,84.933,84.911,84.928,84.928,84.94,84.918,84.935
2017/01/04 05:33:00,84.928,84.948,84.928,84.943,84.935,84.955,84.935,84.95
2017/01/04 05:34:00,84.943,84.947,84.937,84.942,84.95,84.954,84.944,84.949
2017/01/04 05:35:00,84.942,84.947,84.936,84.936,84.949,84.954,84.943,84.943
2017/01/04 05:36:00,84.936,84.937,84.909,84.91,84.943,84.944,84.916,84.917
2017/01/04 05:37:00,84.91,84.919,84.905,84.91,84.917,84.926,84.912,84.917
2017/01/04 05:38:00,84.91,84.917,84.907,84.916,84.917,84.924,84.914,84.923
2017/01/04 05:39:00,84.916,84.94,84.916,84.935,84.923,84.947,84.923,84.942
2017/01/04 05:40:00,84.935,84.935,84.914,84.916,84.942,84.942,84.921,84.923
2017/01/04 05:41:00,84.916,84.936,84.914,84.924,84.923,84.943,84.921,84.931
2017/01/04 05:42:00,84.924,84.931,84.918,84.923,84.931,84.938,84.925,84.93
2017/01/04 05:43:00,84.923,84.943,84.922,84.937,84.93,84.95,84.929,84.944
2017/01/04 05:44:00,84.937,84.946,84.924,84.938,84.944,84.953,84.931,84.945
2017/01/04 05:45:00,84.938,84.962,84.938,84.96,84.945,84.969,84.945,84.967
2017/01/04 05:46:00,84.96,84.966,84.955,84.955,84.967,84.973,84.962,84.962
2017/01/04 05:47:00,84.955,84.957,84.944,84.944,84.962,84.964,84.951,84.951
2017/01/04 05:48:00,84.944,84.956,84.944,84.956,84.951,84.963,84.951,84.963
2017/01/04 05:49:00,84.956,84.974,84.95,84.964,84.963,84.981,84.957,84.971
2017/01/04 05:50:00,84.964,84.977,84.964,84.971,84.971,84.984,84.971,84.978
2017/01/04 05:51:00,84.971,84.985,84.97,84.981,84.978,84.992,84.977,84.988
2017/01/04 05:52:00,84.981,84.982,84.959,84.963,84.988,84.989,84.966,84.97
2017/01/04 05:53:00,84.963,84.978,84.961,84.974,84.97,84.985,84.968,84.981
2017/01/04 05:54:00,84.974,85.012,84.973,84.985,84.981,85.019,84.98,84.992
2017/01/04 05:55:00,84.985,84.989,84.975,84.984,84.992,84.996,84.982,84.991
2017/01/04 05:56:00,84.984,85.001,84.979,84.994,84.991,85.008,84.986,85.001
2017/01/04 05:57:00,84.994,85.004,84.993,85.002,85.001,85.011,85,85.009
2017/01/04 05:58:00,85.002,85.004,84.991,85.001,85.009,85.011,84.998,85.008
2017/01/04 05:59:00,85.001,85.031,85.001,85.031,85.008,85.038,85.008,85.038
2017/01/04 06:00:00,85.031,85.037,84.996,85.009,85.038,85.044,85.003,85.016
2017/01/04 06:01:00,85.009,85.01,84.982,84.984,85.016,85.017,84.989,84.991
2017/01/04 06:02:00,84.984,85.02,84.983,85.018,84.991,85.027,84.99,85.025
2017/01/04 06:03:00,85.018,85.027,85.017,85.019,85.025,85.034,85.024,85.026
2017/01/04 06:04:00,85.019,85.023,85.018,85.019,85.026,85.03,85.025,85.026
2017/01/04 06:05:00,85.019,85.022,85.012,85.016,85.026,85.029,85.019,85.023
2017/01/04 06:06:00,85.016,85.021,85.011,85.012,85.023,85.028,85.018,85.019
2017/01/04 06:07:00,85.012,85.012,84.998,84.998,85.019,85.019,85.005,85.005
2017/01/04 06:08:00,84.998,84.998,84.985,84.991,85.005,85.005,84.992,84.998
2017/01/04 06:09:00,84.991,84.997,84.991,84.991,84.998,85.004,84.998,84.998
2017/01/04 06:10:00,84.991,84.991,84.966,84.974,84.998,84.998,84.973,84.981
2017/01/04 06:11:00,84.974,84.993,84.972,84.981,84.981,85,84.979,84.988
2017/01/04 06:12:00,84.981,84.999,84.98,84.996,84.988,85.006,84.987,85.003
2017/01/04 06:13:00,84.996,85.006,84.993,84.993,85.003,85.013,85,85
2017/01/04 06:14:00,84.993,85.015,84.986,85.015,85,85.022,84.993,85.022
2017/01/04 06:15:00,85.015,85.023,85.015,85.019,85.022,85.03,85.022,85.026
2017/01/04 06:16:00,85.019,85.02,84.997,84.997,85.026,85.027,85.004,85.004
2017/01/04 06:17:00,84.997,84.998,84.991,84.994,85.004,85.005,84.998,85.001
2017/01/04 06:18:00,84.994,84.994,84.986,84.987,85.001,85.001,84.993,84.994
2017/01/04 06:19:00,84.987,85.005,84.985,85,84.994,85.012,84.992,85.007
2017/01/04 06:20:00,85,85.011,84.988,84.995,85.007,85.018,84.995,85.002
2017/01/04 06:21:00,84.995,85.001,84.994,84.994,85.002,85.008,85.001,85.001
2017/01/04 06:22:00,84.994,84.998,84.993,84.997,85.001,85.005,85,85.004
2017/01/04 06:23:00,84.997,84.999,84.997,84.997,85.004,85.006,85.004,85.004
2017/01/04 06:24:00,84.997,84.998,84.986,84.989,85.004,85.005,84.993,84.996
2017/01/04 06:25:00,84.989,84.994,84.987,84.994,84.996,85.001,84.994,85.001
2017/01/04 06:26:00,84.994,84.995,84.978,84.979,85.001,85.002,84.985,84.986
2017/01/04 06:27:00,84.979,84.98,84.973,84.975,84.986,84.987,84.98,84.982
2017/01/04 06:28:00,84.975,84.976,84.967,84.968,84.982,84.983,84.974,84.975
2017/01/04 06:29:00,84.968,84.991,84.963,84.985,84.975,84.998,84.97,84.992
2017/01/04 06:30:00,84.985,84.991,84.975,84.988,84.992,84.998,84.982,84.995
2017/01/04 06:31:00,84.988,85.01,84.988,85.008,84.995,85.017,84.995,85.015
2017/01/04 06:32:00,85.008,85.021,85.004,85.016,85.015,85.028,85.011,85.023
2017/01/04 06:33:00,85.016,85.017,85.01,85.011,85.023,85.024,85.017,85.018
2017/01/04 06:34:00,85.011,85.013,85,85,85.018,85.02,85.007,85.007
2017/01/04 06:35:00,85,85.004,84.998,84.999,85.007,85.011,85.005,85.006
2017/01/04 06:36:00,84.999,85,84.998,85,85.006,85.007,85.005,85.007
2017/01/04 06:37:00,85,85.008,84.998,85.008,85.007,85.015,85.005,85.015
2017/01/04 06:38:00,85.008,85.008,84.986,84.986,85.015,85.015,84.993,84.993
2017/01/04 06:39:00,84.986,84.999,84.975,84.975,84.993,85.006,84.982,84.982
2017/01/04 06:40:00,84.975,84.979,84.967,84.968,84.982,84.986,84.974,84.975
2017/01/04 06:41:00,84.968,84.98,84.967,84.979,84.975,84.987,84.974,84.986
2017/01/04 06:42:00,84.979,84.981,84.972,84.972,84.986,84.988,84.979,84.979
2017/01/04 06:43:00,84.972,84.976,84.972,84.975,84.979,84.983,84.979,84.982
2017/01/04 06:44:00,84.975,84.979,84.975,84.977,84.982,84.986,84.982,84.984
2017/01/04 06:45:00,84.977,84.996,84.976,84.996,84.984,85.003,84.983,85.003
2017/01/04 06:46:00,84.996,85.005,84.993,85.004,85.003,85.012,85,85.011
2017/01/04 06:47:00,85.004,85.008,85.003,85.008,85.011,85.015,85.01,85.015
2017/01/04 06:48:00,85.008,85.026,85.007,85.025,85.015,85.033,85.014,85.032
2017/01/04 06:49:00,85.025,85.028,85.018,85.027,85.032,85.035,85.025,85.034
2017/01/04 06:50:00,85.027,85.04,85.022,85.037,85.034,85.047,85.029,85.044
2017/01/04 06:51:00,85.037,85.044,85.033,85.041,85.044,85.051,85.04,85.048
2017/01/04 06:52:00,85.041,85.051,85.037,85.048,85.048,85.058,85.044,85.055
2017/01/04 06:53:00,85.048,85.059,85.048,85.053,85.055,85.066,85.055,85.06
2017/01/04 06:54:00,85.053,85.053,85.035,85.043,85.06,85.06,85.042,85.05
2017/01/04 06:55:00,85.043,85.051,85.043,85.051,85.05,85.058,85.05,85.058
2017/01/04 06:56:00,85.051,85.057,85.05,85.05,85.058,85.064,85.057,85.057
2017/01/04 06:57:00,85.05,85.051,85.03,85.03,85.057,85.062,85.048,85.062
2017/01/04 06:58:00,85.03,85.036,85.011,85.012,85.062,85.08,85.043,85.044
2017/01/04 06:59:00,85.012,85.017,84.947,84.947,85.044,85.086,85.021,85.077
