����,�n�l(BID),���l(BID),���l(BID),�I�l(BID),�n�l(ASK),���l(ASK),���l(ASK),�I�l(ASK)
2017/01/03 17:14:00,85.069,85.072,85.057,85.067,85.076,85.079,85.064,85.074
2017/01/03 17:15:00,85.067,85.075,85.054,85.074,85.074,85.082,85.061,85.081
2017/01/03 17:16:00,85.074,85.092,85.074,85.084,85.081,85.099,85.081,85.091
2017/01/03 17:17:00,85.084,85.103,85.082,85.097,85.091,85.11,85.089,85.104
2017/01/03 17:18:00,85.097,85.101,85.077,85.083,85.104,85.108,85.084,85.09
2017/01/03 17:19:00,85.083,85.095,85.075,85.092,85.09,85.102,85.082,85.099
2017/01/03 17:20:00,85.092,85.099,85.078,85.088,85.099,85.106,85.085,85.095
2017/01/03 17:21:00,85.088,85.102,85.073,85.08,85.095,85.109,85.08,85.087
2017/01/03 17:22:00,85.08,85.096,85.075,85.085,85.087,85.103,85.082,85.092
2017/01/03 17:23:00,85.085,85.104,85.071,85.074,85.092,85.111,85.078,85.081
2017/01/03 17:24:00,85.074,85.099,85.064,85.066,85.081,85.106,85.071,85.073
2017/01/03 17:25:00,85.066,85.092,85.065,85.067,85.073,85.099,85.072,85.074
2017/01/03 17:26:00,85.067,85.093,85.062,85.082,85.074,85.1,85.069,85.089
2017/01/03 17:27:00,85.082,85.094,85.061,85.061,85.089,85.101,85.068,85.068
2017/01/03 17:28:00,85.061,85.076,85.057,85.076,85.068,85.083,85.064,85.083
2017/01/03 17:29:00,85.076,85.094,85.075,85.084,85.083,85.101,85.082,85.091
2017/01/03 17:30:00,85.084,85.097,85.084,85.094,85.091,85.104,85.091,85.101
2017/01/03 17:31:00,85.094,85.099,85.084,85.087,85.101,85.106,85.091,85.094
2017/01/03 17:32:00,85.087,85.106,85.078,85.106,85.094,85.113,85.085,85.113
2017/01/03 17:33:00,85.106,85.107,85.092,85.093,85.113,85.114,85.099,85.1
2017/01/03 17:34:00,85.093,85.152,85.09,85.131,85.1,85.159,85.097,85.138
2017/01/03 17:35:00,85.131,85.131,85.074,85.083,85.138,85.138,85.081,85.09
2017/01/03 17:36:00,85.083,85.089,85.055,85.055,85.09,85.096,85.062,85.062
2017/01/03 17:37:00,85.055,85.08,85.052,85.08,85.062,85.087,85.059,85.087
2017/01/03 17:38:00,85.08,85.1,85.077,85.1,85.087,85.107,85.084,85.107
2017/01/03 17:39:00,85.1,85.101,85.083,85.086,85.107,85.108,85.09,85.093
2017/01/03 17:40:00,85.086,85.089,85.072,85.083,85.093,85.096,85.079,85.09
2017/01/03 17:41:00,85.083,85.098,85.076,85.08,85.09,85.105,85.083,85.087
2017/01/03 17:42:00,85.08,85.094,85.07,85.079,85.087,85.101,85.077,85.086
2017/01/03 17:43:00,85.079,85.087,85.071,85.087,85.086,85.094,85.078,85.094
2017/01/03 17:44:00,85.087,85.087,85.066,85.078,85.094,85.094,85.073,85.085
2017/01/03 17:45:00,85.078,85.086,85.071,85.084,85.085,85.093,85.078,85.091
2017/01/03 17:46:00,85.084,85.091,85.067,85.068,85.091,85.098,85.074,85.075
2017/01/03 17:47:00,85.068,85.081,85.059,85.08,85.075,85.088,85.066,85.087
2017/01/03 17:48:00,85.08,85.097,85.078,85.089,85.087,85.104,85.085,85.096
2017/01/03 17:49:00,85.089,85.101,85.084,85.092,85.096,85.108,85.091,85.099
2017/01/03 17:50:00,85.092,85.103,85.087,85.097,85.099,85.11,85.094,85.104
2017/01/03 17:51:00,85.097,85.098,85.08,85.091,85.104,85.105,85.087,85.098
2017/01/03 17:52:00,85.091,85.122,85.09,85.119,85.098,85.129,85.097,85.126
2017/01/03 17:53:00,85.119,85.129,85.113,85.116,85.126,85.136,85.12,85.123
2017/01/03 17:54:00,85.116,85.124,85.107,85.12,85.123,85.131,85.114,85.127
2017/01/03 17:55:00,85.12,85.14,85.117,85.134,85.127,85.147,85.124,85.141
2017/01/03 17:56:00,85.134,85.14,85.123,85.14,85.141,85.147,85.13,85.147
2017/01/03 17:57:00,85.14,85.16,85.132,85.156,85.147,85.167,85.139,85.163
2017/01/03 17:58:00,85.156,85.163,85.134,85.142,85.163,85.17,85.141,85.149
2017/01/03 17:59:00,85.142,85.172,85.128,85.164,85.149,85.179,85.135,85.171
2017/01/03 18:00:00,85.164,85.177,85.142,85.142,85.171,85.184,85.149,85.149
2017/01/03 18:01:00,85.142,85.143,85.087,85.087,85.149,85.15,85.094,85.094
2017/01/03 18:02:00,85.087,85.098,85.077,85.088,85.094,85.105,85.084,85.095
2017/01/03 18:03:00,85.088,85.102,85.076,85.081,85.095,85.109,85.083,85.088
2017/01/03 18:04:00,85.081,85.106,85.079,85.105,85.088,85.113,85.086,85.112
2017/01/03 18:05:00,85.105,85.141,85.104,85.125,85.112,85.148,85.111,85.132
2017/01/03 18:06:00,85.125,85.128,85.1,85.109,85.132,85.135,85.107,85.116
2017/01/03 18:07:00,85.109,85.112,85.076,85.078,85.116,85.119,85.083,85.085
2017/01/03 18:08:00,85.078,85.101,85.064,85.095,85.085,85.108,85.071,85.102
2017/01/03 18:09:00,85.095,85.103,85.087,85.095,85.102,85.11,85.094,85.102
2017/01/03 18:10:00,85.095,85.113,85.09,85.113,85.102,85.12,85.097,85.12
2017/01/03 18:11:00,85.113,85.117,85.099,85.103,85.12,85.124,85.106,85.11
2017/01/03 18:12:00,85.103,85.112,85.094,85.094,85.11,85.119,85.101,85.101
2017/01/03 18:13:00,85.094,85.11,85.094,85.107,85.101,85.117,85.101,85.114
2017/01/03 18:14:00,85.107,85.115,85.093,85.11,85.114,85.122,85.1,85.117
2017/01/03 18:15:00,85.11,85.115,85.096,85.097,85.117,85.122,85.103,85.104
2017/01/03 18:16:00,85.097,85.104,85.093,85.095,85.104,85.111,85.1,85.102
2017/01/03 18:17:00,85.095,85.117,85.088,85.113,85.102,85.124,85.095,85.12
2017/01/03 18:18:00,85.113,85.147,85.109,85.132,85.12,85.154,85.116,85.139
2017/01/03 18:19:00,85.132,85.139,85.117,85.134,85.139,85.146,85.124,85.141
2017/01/03 18:20:00,85.134,85.155,85.133,85.136,85.141,85.162,85.14,85.143
2017/01/03 18:21:00,85.136,85.144,85.117,85.12,85.143,85.151,85.124,85.127
2017/01/03 18:22:00,85.12,85.154,85.12,85.144,85.127,85.161,85.127,85.151
2017/01/03 18:23:00,85.144,85.148,85.135,85.147,85.151,85.155,85.142,85.154
2017/01/03 18:24:00,85.147,85.152,85.138,85.148,85.154,85.159,85.145,85.155
2017/01/03 18:25:00,85.148,85.158,85.138,85.152,85.155,85.165,85.145,85.159
2017/01/03 18:26:00,85.152,85.159,85.145,85.149,85.159,85.166,85.152,85.156
2017/01/03 18:27:00,85.149,85.168,85.145,85.166,85.156,85.175,85.152,85.173
2017/01/03 18:28:00,85.166,85.195,85.164,85.193,85.173,85.202,85.171,85.2
2017/01/03 18:29:00,85.193,85.205,85.184,85.195,85.2,85.212,85.191,85.202
2017/01/03 18:30:00,85.195,85.2,85.176,85.187,85.202,85.207,85.188,85.194
2017/01/03 18:31:00,85.187,85.208,85.187,85.207,85.194,85.215,85.194,85.214
2017/01/03 18:32:00,85.207,85.217,85.196,85.206,85.214,85.224,85.203,85.213
2017/01/03 18:33:00,85.206,85.21,85.196,85.202,85.213,85.217,85.203,85.209
2017/01/03 18:34:00,85.202,85.218,85.192,85.201,85.209,85.225,85.199,85.208
2017/01/03 18:35:00,85.201,85.201,85.181,85.187,85.208,85.208,85.188,85.194
2017/01/03 18:36:00,85.187,85.196,85.163,85.191,85.194,85.203,85.17,85.198
2017/01/03 18:37:00,85.191,85.196,85.166,85.176,85.198,85.203,85.173,85.183
2017/01/03 18:38:00,85.176,85.176,85.153,85.167,85.183,85.183,85.16,85.174
2017/01/03 18:39:00,85.167,85.184,85.157,85.177,85.174,85.191,85.164,85.184
2017/01/03 18:40:00,85.177,85.196,85.176,85.196,85.184,85.203,85.183,85.203
2017/01/03 18:41:00,85.196,85.203,85.187,85.19,85.203,85.21,85.194,85.197
2017/01/03 18:42:00,85.19,85.202,85.187,85.201,85.197,85.209,85.194,85.208
2017/01/03 18:43:00,85.201,85.206,85.191,85.202,85.208,85.213,85.198,85.209
2017/01/03 18:44:00,85.202,85.206,85.19,85.195,85.209,85.213,85.197,85.202
2017/01/03 18:45:00,85.195,85.198,85.178,85.196,85.202,85.205,85.185,85.203
2017/01/03 18:46:00,85.196,85.2,85.184,85.197,85.203,85.207,85.191,85.204
2017/01/03 18:47:00,85.197,85.206,85.191,85.196,85.204,85.213,85.198,85.203
2017/01/03 18:48:00,85.196,85.201,85.188,85.197,85.203,85.208,85.195,85.204
2017/01/03 18:49:00,85.197,85.197,85.184,85.187,85.204,85.204,85.191,85.194
2017/01/03 18:50:00,85.187,85.19,85.182,85.183,85.194,85.197,85.189,85.19
2017/01/03 18:51:00,85.183,85.185,85.174,85.182,85.19,85.192,85.181,85.189
2017/01/03 18:52:00,85.182,85.183,85.151,85.155,85.189,85.19,85.158,85.162
2017/01/03 18:53:00,85.155,85.168,85.154,85.162,85.162,85.175,85.161,85.169
2017/01/03 18:54:00,85.162,85.162,85.131,85.149,85.169,85.169,85.138,85.156
2017/01/03 18:55:00,85.149,85.15,85.127,85.148,85.156,85.157,85.134,85.155
2017/01/03 18:56:00,85.148,85.155,85.138,85.153,85.155,85.162,85.145,85.16
2017/01/03 18:57:00,85.153,85.17,85.146,85.158,85.16,85.177,85.153,85.165
2017/01/03 18:58:00,85.158,85.17,85.149,85.152,85.165,85.177,85.156,85.159
2017/01/03 18:59:00,85.152,85.152,85.124,85.129,85.159,85.159,85.131,85.136
2017/01/03 19:00:00,85.129,85.173,85.126,85.173,85.136,85.18,85.133,85.18
2017/01/03 19:01:00,85.173,85.189,85.164,85.179,85.18,85.196,85.171,85.186
2017/01/03 19:02:00,85.179,85.179,85.158,85.165,85.186,85.186,85.165,85.172
2017/01/03 19:03:00,85.165,85.171,85.159,85.167,85.172,85.178,85.166,85.174
2017/01/03 19:04:00,85.167,85.187,85.167,85.177,85.174,85.194,85.174,85.184
2017/01/03 19:05:00,85.177,85.201,85.177,85.2,85.184,85.208,85.184,85.207
2017/01/03 19:06:00,85.2,85.201,85.173,85.186,85.207,85.208,85.18,85.193
2017/01/03 19:07:00,85.186,85.186,85.158,85.159,85.193,85.193,85.165,85.166
2017/01/03 19:08:00,85.159,85.181,85.151,85.173,85.166,85.188,85.158,85.18
2017/01/03 19:09:00,85.173,85.183,85.166,85.166,85.18,85.19,85.173,85.173
2017/01/03 19:10:00,85.166,85.191,85.166,85.19,85.173,85.198,85.173,85.197
2017/01/03 19:11:00,85.19,85.198,85.187,85.19,85.197,85.205,85.194,85.197
2017/01/03 19:12:00,85.19,85.193,85.154,85.156,85.197,85.2,85.161,85.163
2017/01/03 19:13:00,85.156,85.167,85.147,85.165,85.163,85.174,85.154,85.172
2017/01/03 19:14:00,85.165,85.171,85.157,85.17,85.172,85.178,85.164,85.177
2017/01/03 19:15:00,85.17,85.173,85.157,85.161,85.177,85.18,85.164,85.168
2017/01/03 19:16:00,85.161,85.164,85.152,85.156,85.168,85.171,85.159,85.163
2017/01/03 19:17:00,85.156,85.169,85.153,85.163,85.163,85.176,85.16,85.17
2017/01/03 19:18:00,85.163,85.165,85.153,85.158,85.17,85.172,85.16,85.165
2017/01/03 19:19:00,85.158,85.161,85.146,85.155,85.165,85.168,85.153,85.162
2017/01/03 19:20:00,85.155,85.155,85.134,85.14,85.162,85.162,85.141,85.147
2017/01/03 19:21:00,85.14,85.151,85.138,85.143,85.147,85.158,85.145,85.15
2017/01/03 19:22:00,85.143,85.147,85.134,85.136,85.15,85.154,85.141,85.143
2017/01/03 19:23:00,85.136,85.149,85.133,85.146,85.143,85.156,85.14,85.153
2017/01/03 19:24:00,85.146,85.146,85.138,85.142,85.153,85.153,85.145,85.149
2017/01/03 19:25:00,85.142,85.151,85.132,85.144,85.149,85.158,85.139,85.151
2017/01/03 19:26:00,85.144,85.155,85.144,85.151,85.151,85.162,85.151,85.158
2017/01/03 19:27:00,85.151,85.157,85.146,85.15,85.158,85.164,85.153,85.157
2017/01/03 19:28:00,85.15,85.155,85.136,85.138,85.157,85.162,85.143,85.145
2017/01/03 19:29:00,85.138,85.138,85.119,85.126,85.145,85.145,85.126,85.133
2017/01/03 19:30:00,85.126,85.126,85.11,85.11,85.133,85.133,85.117,85.117
2017/01/03 19:31:00,85.11,85.126,85.11,85.123,85.117,85.133,85.117,85.13
2017/01/03 19:32:00,85.123,85.139,85.117,85.123,85.13,85.146,85.124,85.13
2017/01/03 19:33:00,85.123,85.128,85.118,85.127,85.13,85.135,85.125,85.134
2017/01/03 19:34:00,85.127,85.128,85.12,85.12,85.134,85.135,85.127,85.127
2017/01/03 19:35:00,85.12,85.12,85.105,85.108,85.127,85.127,85.112,85.115
2017/01/03 19:36:00,85.108,85.121,85.106,85.116,85.115,85.128,85.113,85.123
2017/01/03 19:37:00,85.116,85.12,85.109,85.12,85.123,85.127,85.116,85.127
2017/01/03 19:38:00,85.12,85.126,85.116,85.126,85.127,85.133,85.123,85.133
2017/01/03 19:39:00,85.126,85.146,85.125,85.145,85.133,85.153,85.132,85.152
2017/01/03 19:40:00,85.145,85.145,85.122,85.134,85.152,85.152,85.129,85.141
2017/01/03 19:41:00,85.134,85.154,85.129,85.152,85.141,85.161,85.136,85.159
2017/01/03 19:42:00,85.152,85.157,85.131,85.134,85.159,85.164,85.138,85.141
2017/01/03 19:43:00,85.134,85.179,85.132,85.174,85.141,85.186,85.139,85.181
2017/01/03 19:44:00,85.174,85.179,85.155,85.178,85.181,85.186,85.162,85.185
2017/01/03 19:45:00,85.178,85.182,85.159,85.159,85.185,85.189,85.166,85.166
2017/01/03 19:46:00,85.159,85.162,85.142,85.16,85.166,85.169,85.149,85.167
2017/01/03 19:47:00,85.16,85.176,85.158,85.158,85.167,85.183,85.165,85.165
2017/01/03 19:48:00,85.158,85.175,85.158,85.167,85.165,85.182,85.165,85.174
2017/01/03 19:49:00,85.167,85.177,85.162,85.168,85.174,85.184,85.169,85.175
2017/01/03 19:50:00,85.168,85.172,85.162,85.166,85.175,85.179,85.169,85.173
2017/01/03 19:51:00,85.166,85.182,85.164,85.18,85.173,85.189,85.171,85.187
2017/01/03 19:52:00,85.18,85.18,85.17,85.173,85.187,85.187,85.177,85.18
2017/01/03 19:53:00,85.173,85.174,85.158,85.161,85.18,85.181,85.165,85.168
2017/01/03 19:54:00,85.161,85.176,85.161,85.176,85.168,85.183,85.168,85.183
2017/01/03 19:55:00,85.176,85.194,85.175,85.182,85.183,85.201,85.182,85.189
2017/01/03 19:56:00,85.182,85.194,85.179,85.187,85.189,85.201,85.186,85.194
2017/01/03 19:57:00,85.187,85.202,85.187,85.194,85.194,85.209,85.194,85.201
2017/01/03 19:58:00,85.194,85.195,85.181,85.184,85.201,85.202,85.188,85.191
2017/01/03 19:59:00,85.184,85.196,85.178,85.18,85.191,85.203,85.185,85.187
2017/01/03 20:00:00,85.18,85.192,85.161,85.163,85.187,85.199,85.168,85.17
2017/01/03 20:01:00,85.163,85.165,85.149,85.157,85.17,85.172,85.156,85.164
2017/01/03 20:02:00,85.157,85.173,85.157,85.161,85.164,85.18,85.164,85.168
2017/01/03 20:03:00,85.161,85.168,85.152,85.161,85.168,85.175,85.159,85.168
2017/01/03 20:04:00,85.161,85.21,85.16,85.199,85.168,85.217,85.167,85.206
2017/01/03 20:05:00,85.199,85.203,85.185,85.203,85.206,85.21,85.192,85.21
2017/01/03 20:06:00,85.203,85.205,85.188,85.199,85.21,85.212,85.195,85.206
2017/01/03 20:07:00,85.199,85.199,85.177,85.182,85.206,85.206,85.184,85.189
2017/01/03 20:08:00,85.182,85.193,85.181,85.189,85.189,85.2,85.188,85.196
2017/01/03 20:09:00,85.189,85.189,85.173,85.173,85.196,85.196,85.18,85.18
2017/01/03 20:10:00,85.173,85.174,85.151,85.163,85.18,85.181,85.158,85.17
2017/01/03 20:11:00,85.163,85.173,85.156,85.17,85.17,85.18,85.163,85.177
2017/01/03 20:12:00,85.17,85.18,85.161,85.175,85.177,85.187,85.168,85.182
2017/01/03 20:13:00,85.175,85.209,85.174,85.207,85.182,85.216,85.181,85.214
2017/01/03 20:14:00,85.207,85.208,85.193,85.201,85.214,85.215,85.2,85.208
2017/01/03 20:15:00,85.201,85.21,85.188,85.201,85.208,85.217,85.195,85.208
2017/01/03 20:16:00,85.201,85.216,85.201,85.215,85.208,85.223,85.208,85.222
2017/01/03 20:17:00,85.215,85.215,85.197,85.206,85.222,85.222,85.204,85.213
2017/01/03 20:18:00,85.206,85.208,85.184,85.188,85.213,85.215,85.191,85.195
2017/01/03 20:19:00,85.188,85.191,85.172,85.172,85.195,85.198,85.179,85.179
2017/01/03 20:20:00,85.172,85.189,85.166,85.167,85.179,85.196,85.173,85.174
2017/01/03 20:21:00,85.167,85.185,85.153,85.177,85.174,85.192,85.16,85.184
2017/01/03 20:22:00,85.177,85.18,85.168,85.17,85.184,85.187,85.175,85.177
2017/01/03 20:23:00,85.17,85.176,85.161,85.162,85.177,85.183,85.168,85.169
2017/01/03 20:24:00,85.162,85.184,85.162,85.181,85.169,85.191,85.169,85.188
2017/01/03 20:25:00,85.181,85.194,85.179,85.186,85.188,85.201,85.186,85.193
2017/01/03 20:26:00,85.186,85.198,85.18,85.198,85.193,85.205,85.187,85.205
2017/01/03 20:27:00,85.198,85.208,85.198,85.198,85.205,85.215,85.205,85.205
2017/01/03 20:28:00,85.198,85.202,85.191,85.195,85.205,85.209,85.198,85.202
2017/01/03 20:29:00,85.195,85.221,85.193,85.221,85.202,85.228,85.2,85.228
2017/01/03 20:30:00,85.221,85.23,85.196,85.2,85.228,85.237,85.203,85.207
2017/01/03 20:31:00,85.2,85.21,85.195,85.202,85.207,85.217,85.202,85.209
2017/01/03 20:32:00,85.202,85.208,85.196,85.208,85.209,85.215,85.203,85.215
2017/01/03 20:33:00,85.208,85.215,85.201,85.202,85.215,85.222,85.208,85.209
2017/01/03 20:34:00,85.202,85.221,85.196,85.21,85.209,85.228,85.203,85.217
2017/01/03 20:35:00,85.21,85.217,85.195,85.199,85.217,85.224,85.202,85.206
2017/01/03 20:36:00,85.199,85.204,85.186,85.187,85.206,85.211,85.193,85.194
2017/01/03 20:37:00,85.187,85.2,85.184,85.188,85.194,85.207,85.191,85.195
2017/01/03 20:38:00,85.188,85.192,85.183,85.186,85.195,85.199,85.19,85.193
2017/01/03 20:39:00,85.186,85.204,85.183,85.199,85.193,85.211,85.19,85.206
2017/01/03 20:40:00,85.199,85.201,85.186,85.186,85.206,85.208,85.193,85.193
2017/01/03 20:41:00,85.186,85.204,85.184,85.204,85.193,85.211,85.191,85.211
2017/01/03 20:42:00,85.204,85.205,85.183,85.191,85.211,85.212,85.19,85.198
2017/01/03 20:43:00,85.191,85.194,85.186,85.189,85.198,85.201,85.193,85.196
2017/01/03 20:44:00,85.189,85.194,85.184,85.187,85.196,85.201,85.191,85.194
2017/01/03 20:45:00,85.187,85.192,85.18,85.181,85.194,85.199,85.187,85.188
2017/01/03 20:46:00,85.181,85.187,85.171,85.172,85.188,85.194,85.178,85.179
2017/01/03 20:47:00,85.172,85.178,85.165,85.166,85.179,85.185,85.172,85.173
2017/01/03 20:48:00,85.166,85.174,85.166,85.166,85.173,85.181,85.173,85.173
2017/01/03 20:49:00,85.166,85.169,85.162,85.162,85.173,85.176,85.169,85.169
2017/01/03 20:50:00,85.162,85.162,85.145,85.149,85.169,85.169,85.152,85.156
2017/01/03 20:51:00,85.149,85.153,85.142,85.144,85.156,85.16,85.149,85.151
2017/01/03 20:52:00,85.144,85.169,85.141,85.15,85.151,85.176,85.148,85.157
2017/01/03 20:53:00,85.15,85.178,85.148,85.177,85.157,85.185,85.155,85.184
2017/01/03 20:54:00,85.177,85.182,85.173,85.173,85.184,85.189,85.18,85.18
2017/01/03 20:55:00,85.173,85.185,85.172,85.172,85.18,85.192,85.179,85.179
2017/01/03 20:56:00,85.172,85.194,85.17,85.185,85.179,85.201,85.177,85.192
2017/01/03 20:57:00,85.185,85.198,85.178,85.188,85.192,85.205,85.185,85.195
2017/01/03 20:58:00,85.188,85.21,85.187,85.207,85.195,85.217,85.194,85.214
2017/01/03 20:59:00,85.207,85.225,85.187,85.193,85.214,85.232,85.194,85.2
2017/01/03 21:00:00,85.193,85.217,85.192,85.213,85.2,85.224,85.199,85.22
2017/01/03 21:01:00,85.213,85.223,85.206,85.222,85.22,85.23,85.213,85.229
2017/01/03 21:02:00,85.222,85.228,85.212,85.218,85.229,85.235,85.219,85.225
2017/01/03 21:03:00,85.218,85.218,85.194,85.197,85.225,85.225,85.201,85.204
2017/01/03 21:04:00,85.197,85.232,85.188,85.222,85.204,85.239,85.195,85.229
2017/01/03 21:05:00,85.222,85.234,85.2,85.223,85.229,85.241,85.207,85.23
2017/01/03 21:06:00,85.223,85.223,85.202,85.213,85.23,85.23,85.209,85.22
2017/01/03 21:07:00,85.213,85.227,85.198,85.226,85.22,85.234,85.205,85.233
2017/01/03 21:08:00,85.226,85.227,85.195,85.211,85.233,85.234,85.202,85.218
2017/01/03 21:09:00,85.211,85.228,85.21,85.227,85.218,85.235,85.217,85.234
2017/01/03 21:10:00,85.227,85.24,85.226,85.234,85.234,85.247,85.233,85.241
2017/01/03 21:11:00,85.234,85.254,85.233,85.237,85.241,85.261,85.24,85.244
2017/01/03 21:12:00,85.237,85.246,85.234,85.244,85.244,85.253,85.241,85.251
2017/01/03 21:13:00,85.244,85.245,85.23,85.242,85.251,85.252,85.237,85.249
2017/01/03 21:14:00,85.242,85.242,85.23,85.231,85.249,85.249,85.237,85.238
2017/01/03 21:15:00,85.231,85.234,85.214,85.217,85.238,85.241,85.221,85.224
2017/01/03 21:16:00,85.217,85.23,85.213,85.228,85.224,85.237,85.22,85.235
2017/01/03 21:17:00,85.228,85.233,85.215,85.227,85.235,85.24,85.222,85.234
2017/01/03 21:18:00,85.227,85.244,85.226,85.236,85.234,85.251,85.233,85.243
2017/01/03 21:19:00,85.236,85.24,85.229,85.239,85.243,85.247,85.236,85.246
2017/01/03 21:20:00,85.239,85.243,85.23,85.233,85.246,85.25,85.237,85.24
2017/01/03 21:21:00,85.233,85.233,85.218,85.222,85.24,85.24,85.225,85.229
2017/01/03 21:22:00,85.222,85.23,85.218,85.23,85.229,85.237,85.225,85.237
2017/01/03 21:23:00,85.23,85.233,85.206,85.213,85.237,85.24,85.213,85.22
2017/01/03 21:24:00,85.213,85.226,85.208,85.226,85.22,85.233,85.215,85.233
2017/01/03 21:25:00,85.226,85.245,85.226,85.24,85.233,85.252,85.233,85.247
2017/01/03 21:26:00,85.24,85.242,85.224,85.225,85.247,85.249,85.231,85.232
2017/01/03 21:27:00,85.225,85.227,85.216,85.221,85.232,85.234,85.223,85.228
2017/01/03 21:28:00,85.221,85.245,85.214,85.23,85.228,85.252,85.221,85.237
2017/01/03 21:29:00,85.23,85.245,85.225,85.243,85.237,85.252,85.232,85.25
2017/01/03 21:30:00,85.243,85.246,85.223,85.231,85.25,85.253,85.23,85.238
2017/01/03 21:31:00,85.231,85.238,85.214,85.223,85.238,85.245,85.221,85.23
2017/01/03 21:32:00,85.223,85.238,85.214,85.215,85.23,85.245,85.221,85.222
2017/01/03 21:33:00,85.215,85.234,85.21,85.222,85.222,85.241,85.217,85.229
2017/01/03 21:34:00,85.222,85.225,85.208,85.219,85.229,85.232,85.215,85.226
2017/01/03 21:35:00,85.219,85.228,85.209,85.223,85.226,85.235,85.216,85.23
2017/01/03 21:36:00,85.223,85.232,85.215,85.223,85.23,85.239,85.222,85.23
2017/01/03 21:37:00,85.223,85.233,85.221,85.233,85.23,85.24,85.228,85.24
2017/01/03 21:38:00,85.233,85.265,85.23,85.247,85.24,85.272,85.237,85.254
2017/01/03 21:39:00,85.247,85.27,85.246,85.253,85.254,85.277,85.253,85.26
2017/01/03 21:40:00,85.253,85.268,85.248,85.252,85.26,85.275,85.255,85.259
2017/01/03 21:41:00,85.252,85.254,85.241,85.242,85.259,85.261,85.248,85.249
2017/01/03 21:42:00,85.242,85.254,85.242,85.248,85.249,85.261,85.249,85.255
2017/01/03 21:43:00,85.248,85.26,85.245,85.251,85.255,85.267,85.252,85.258
2017/01/03 21:44:00,85.251,85.251,85.237,85.246,85.258,85.258,85.244,85.253
2017/01/03 21:45:00,85.246,85.265,85.24,85.262,85.253,85.272,85.247,85.269
2017/01/03 21:46:00,85.262,85.28,85.259,85.278,85.269,85.287,85.266,85.285
2017/01/03 21:47:00,85.278,85.314,85.277,85.285,85.285,85.321,85.284,85.292
2017/01/03 21:48:00,85.285,85.291,85.277,85.28,85.292,85.298,85.284,85.287
2017/01/03 21:49:00,85.28,85.282,85.252,85.252,85.287,85.289,85.259,85.259
2017/01/03 21:50:00,85.252,85.264,85.249,85.259,85.259,85.271,85.256,85.266
2017/01/03 21:51:00,85.259,85.262,85.231,85.242,85.266,85.269,85.238,85.249
2017/01/03 21:52:00,85.242,85.261,85.242,85.256,85.249,85.268,85.249,85.263
2017/01/03 21:53:00,85.256,85.27,85.253,85.264,85.263,85.277,85.26,85.271
2017/01/03 21:54:00,85.264,85.276,85.249,85.251,85.271,85.283,85.256,85.258
2017/01/03 21:55:00,85.251,85.285,85.25,85.282,85.258,85.292,85.257,85.289
2017/01/03 21:56:00,85.282,85.283,85.271,85.278,85.289,85.29,85.278,85.285
2017/01/03 21:57:00,85.278,85.281,85.269,85.276,85.285,85.288,85.276,85.283
2017/01/03 21:58:00,85.276,85.285,85.273,85.282,85.283,85.292,85.28,85.289
2017/01/03 21:59:00,85.282,85.3,85.28,85.284,85.289,85.307,85.287,85.291
2017/01/03 22:00:00,85.284,85.289,85.27,85.289,85.291,85.296,85.277,85.296
2017/01/03 22:01:00,85.289,85.302,85.283,85.289,85.296,85.309,85.29,85.296
2017/01/03 22:02:00,85.289,85.299,85.285,85.289,85.296,85.306,85.292,85.296
2017/01/03 22:03:00,85.289,85.307,85.289,85.307,85.296,85.314,85.296,85.314
2017/01/03 22:04:00,85.307,85.316,85.295,85.295,85.314,85.323,85.302,85.302
2017/01/03 22:05:00,85.295,85.308,85.289,85.291,85.302,85.315,85.296,85.298
2017/01/03 22:06:00,85.291,85.3,85.288,85.293,85.298,85.307,85.295,85.3
2017/01/03 22:07:00,85.293,85.313,85.292,85.31,85.3,85.32,85.299,85.317
2017/01/03 22:08:00,85.31,85.316,85.3,85.312,85.317,85.323,85.307,85.319
2017/01/03 22:09:00,85.312,85.312,85.297,85.3,85.319,85.319,85.304,85.307
2017/01/03 22:10:00,85.3,85.3,85.285,85.286,85.307,85.307,85.292,85.293
2017/01/03 22:11:00,85.286,85.304,85.286,85.302,85.293,85.311,85.293,85.309
2017/01/03 22:12:00,85.302,85.303,85.292,85.292,85.309,85.31,85.299,85.299
2017/01/03 22:13:00,85.292,85.303,85.291,85.293,85.299,85.31,85.298,85.3
2017/01/03 22:14:00,85.293,85.31,85.292,85.307,85.3,85.317,85.299,85.314
2017/01/03 22:15:00,85.307,85.313,85.293,85.306,85.314,85.32,85.3,85.313
2017/01/03 22:16:00,85.306,85.309,85.29,85.3,85.313,85.316,85.297,85.307
2017/01/03 22:17:00,85.3,85.314,85.296,85.314,85.307,85.321,85.303,85.321
2017/01/03 22:18:00,85.314,85.337,85.311,85.327,85.321,85.344,85.318,85.334
2017/01/03 22:19:00,85.327,85.346,85.318,85.336,85.334,85.353,85.325,85.343
2017/01/03 22:20:00,85.336,85.342,85.331,85.335,85.343,85.349,85.338,85.342
2017/01/03 22:21:00,85.335,85.361,85.331,85.357,85.342,85.368,85.338,85.364
2017/01/03 22:22:00,85.357,85.371,85.354,85.367,85.364,85.378,85.361,85.374
